serial,nchild,relate,age,child_age_1,child_age_2,child_age_3,child_age_4,child_age_5,child_age_6,child_age_7,child_age_8,child_age_9,child_sex_1,child_sex_2,child_sex_3,child_sex_4,child_sex_5,child_sex_6,child_sex_7,child_sex_8,child_sex_9,age_group
96346000,2,2,41,15,12,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,40-44
96348000,2,2,40,11,8,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
96350000,1,2,53,17,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
96353000,2,2,38,15,9,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
96355000,3,2,29,6,2,0,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,25-29
96356000,3,1,31,9,6,2,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,30-34
96359000,1,2,51,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
96360000,1,1,49,21,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
96362000,3,2,66,27,28,33,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,50+
96363000,2,2,38,10,5,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
96364000,3,2,49,20,17,7,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,45-49
96365000,3,1,50,28,22,22,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,50+
96370000,3,1,44,22,21,17,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,40-44
96371000,1,2,53,24,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96372000,1,1,78,51,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
96376000,1,2,62,31,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96377000,1,2,47,12,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
96378000,2,2,40,21,13,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
96379000,3,1,51,22,20,17,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,50+
96382000,1,1,48,24,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
96388000,1,2,57,21,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
96392000,2,2,42,8,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
96403000,2,1,28,4,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,25-29
96410000,2,1,46,20,18,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
96414000,2,2,33,11,8,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,30-34
96415000,2,1,30,10,6,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,30-34
96417000,3,2,32,8,5,2,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,30-34
96418000,1,2,50,17,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
96419000,1,2,45,16,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
96421000,1,2,47,8,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
96425000,3,2,36,8,7,4,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,35-39
96427000,2,1,36,13,9,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
96430000,3,2,32,6,5,3,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,30-34
96432000,1,1,39,10,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35-39
96433000,1,2,28,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25-29
96436000,2,2,43,10,9,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
96437000,2,2,61,39,28,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,50+
96439000,2,2,41,5,8,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
96440000,1,1,49,30,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
96445000,2,1,45,19,15,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,45-49
96446000,2,1,29,6,0,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,25-29
96451000,2,2,28,8,5,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,25-29
96452000,3,1,48,21,16,11,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,45-49
96454000,1,1,34,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,30-34
96455000,2,2,35,13,10,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
96457000,1,2,63,37,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96460000,2,1,55,15,16,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
96465000,2,2,33,5,3,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,30-34
96466000,2,1,38,11,6,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
96468000,5,1,49,22,25,21,19,17,NA,NA,NA,NA,1,1,1,1,2,NA,NA,NA,NA,45-49
96469000,2,2,36,11,7,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
96480000,3,1,31,11,8,1,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,30-34
96481000,2,2,66,33,28,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,50+
96483000,1,2,56,22,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96484000,2,1,42,9,7,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
96485000,2,2,49,16,12,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
96486000,2,1,48,18,19,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
96487000,1,1,47,18,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
96493000,6,2,50,35,32,28,23,24,21,NA,NA,NA,1,2,1,1,2,1,NA,NA,NA,50+
96496000,3,2,42,13,10,4,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,40-44
96499000,1,2,60,26,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96500000,3,1,49,23,21,16,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,45-49
96502000,2,2,31,7,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,30-34
96503000,2,2,60,30,21,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,50+
96506000,4,2,40,13,10,9,5,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,40-44
96507000,2,2,40,18,15,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
96509000,1,2,53,31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
96511000,2,2,39,9,6,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
96512000,1,1,23,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,<25
96515000,1,2,36,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35-39
96516000,3,2,44,19,17,12,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,40-44
96517000,2,2,52,23,18,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,50+
96518000,2,2,38,7,5,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
96520000,2,2,39,5,8,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
96521000,3,1,60,44,38,22,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,50+
96527000,1,1,29,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25-29
96528000,2,1,48,12,9,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,45-49
96529000,3,2,47,11,7,7,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,45-49
96530000,1,1,28,8,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25-29
96531000,2,2,43,19,11,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
96532000,2,1,63,47,40,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
96537000,3,2,25,2,1,2,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,25-29
96542000,2,2,42,12,10,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
96543000,2,2,37,7,4,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,35-39
96544000,1,1,28,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25-29
96546000,1,1,62,21,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96547000,1,1,35,11,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35-39
96548000,2,1,57,22,16,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
96551000,3,1,40,7,4,17,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,40-44
96554000,2,2,35,17,13,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
96561000,2,2,35,7,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
96563000,2,1,41,13,10,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
96565000,1,1,83,58,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96568000,3,2,51,27,25,24,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,50+
96573000,2,1,33,1,0,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,30-34
96577000,3,2,47,23,19,10,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,45-49
96578000,1,1,25,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25-29
96579000,1,1,40,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
96583000,1,1,84,57,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96584000,2,2,44,9,7,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
96589000,1,2,28,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25-29
96592000,3,1,28,6,6,3,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,25-29
96593000,2,2,66,40,25,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,50+
96594000,3,2,42,18,17,10,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,40-44
96595000,3,1,34,20,8,15,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,30-34
96596000,2,1,31,10,8,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,30-34
96597000,5,1,45,23,21,17,16,12,NA,NA,NA,NA,1,2,2,1,2,NA,NA,NA,NA,45-49
96598000,1,2,33,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30-34
96603000,1,2,85,51,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96604000,2,2,42,6,5,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
96605000,1,2,73,39,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96608000,4,1,31,11,10,6,3,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,30-34
96611000,2,1,72,31,34,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,50+
96613000,1,2,61,30,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
96615000,1,2,51,14,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96618000,1,2,30,6,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,30-34
96619000,1,1,85,60,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96622000,1,2,32,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,30-34
96623000,1,2,37,6,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35-39
96624000,2,1,43,22,17,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
96628000,2,1,29,3,0,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,25-29
96629000,2,2,44,19,17,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
96634000,1,1,24,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,<25
96637000,1,2,78,62,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96642000,2,1,36,10,8,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,35-39
96644000,2,2,28,13,8,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,25-29
96646000,1,2,59,27,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96648000,2,2,42,12,10,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
96649000,3,1,39,7,5,3,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,35-39
96651000,2,2,39,13,12,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
96655000,1,2,24,6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,<25
96660000,2,2,37,12,10,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
96661000,2,2,34,4,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,30-34
96663000,3,1,43,19,16,13,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,40-44
96669000,2,2,54,32,30,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
96676000,3,1,34,20,12,0,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,30-34
96679000,1,1,84,56,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
96682000,3,2,29,8,2,1,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,25-29
96689000,2,1,30,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,30-34
96693000,1,2,28,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25-29
96694000,1,1,48,15,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
96696000,3,1,43,12,11,6,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,40-44
96700000,2,2,42,21,17,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
96701000,1,1,57,23,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
96703000,1,2,57,37,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
96704000,1,1,41,22,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
96705000,1,2,62,34,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96706000,1,1,48,19,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
96707000,1,1,54,19,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
96710000,2,2,47,11,9,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,45-49
96711000,1,2,28,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25-29
96713000,1,1,46,21,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
96714000,2,2,41,17,15,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
96715000,2,1,39,11,8,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,35-39
96716000,1,2,53,24,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
96717000,2,2,38,19,15,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
96719000,3,2,29,1,1,1,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,25-29
96720000,1,1,64,39,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
96721000,3,2,38,12,8,8,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,35-39
96729000,1,2,46,18,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
96733000,1,2,28,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25-29
96735000,1,1,30,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30-34
96738000,1,1,68,50,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96741000,2,2,47,19,10,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,45-49
96745000,3,1,43,13,11,5,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,40-44
96752000,1,1,85,55,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96753000,2,2,51,7,25,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,50+
96754000,1,1,38,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35-39
96760000,1,1,41,16,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
96763000,1,2,28,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25-29
96764000,1,1,35,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35-39
96765000,2,1,27,1,3,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,25-29
96766000,1,1,30,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,30-34
96767000,1,1,36,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35-39
96774000,1,1,45,17,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
96776000,2,1,40,16,7,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
96780000,3,2,38,18,16,14,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,35-39
96783000,2,2,53,21,20,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,50+
96784000,1,1,39,10,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35-39
96789000,3,1,48,14,16,18,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,45-49
96791000,2,1,35,14,9,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
96792000,1,2,62,32,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96795000,2,1,33,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,30-34
96800000,1,1,48,19,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
96801000,1,2,48,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
96802000,3,2,40,10,7,4,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,40-44
96805000,2,1,58,30,27,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,50+
96806000,1,1,73,51,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96807000,2,2,42,17,23,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
96810000,2,1,40,15,8,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
96813000,1,2,46,17,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
96814000,1,1,38,12,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35-39
96818000,4,2,43,24,22,18,16,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA,NA,NA,40-44
96819000,1,2,52,17,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
96822000,2,1,50,22,15,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,50+
96823000,1,1,34,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30-34
96824000,2,2,49,21,15,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,45-49
96825000,1,1,80,45,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96826000,3,1,44,13,11,8,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,40-44
96827000,1,1,28,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25-29
96830000,2,2,46,12,8,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,45-49
96832000,1,2,45,19,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
96834000,3,1,44,21,17,6,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,40-44
96835000,2,2,49,29,20,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
96840000,2,1,45,12,9,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
96843000,2,2,37,13,9,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,35-39
96845000,2,1,45,19,15,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,45-49
96849000,1,1,85,56,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
96850000,1,2,82,36,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
96854000,2,2,21,6,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,<25
96855000,1,1,47,23,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
96856000,1,1,85,63,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
96858000,2,2,37,9,8,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
96864000,1,2,36,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35-39
96865000,2,1,46,18,15,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,45-49
96866000,3,2,44,25,25,21,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,40-44
